,id_student,code_module - code_presentation,final_result
9712,560759.0,DDD - 2013J,1
9713,560759.0,EEE - 2014J,1
9714,560765.0,FFF - 2014J,0
9715,560773.0,BBB - 2013J,1
9716,560784.0,CCC - 2014J,0
9717,560784.0,EEE - 2013J,1
9718,560870.0,DDD - 2013J,0
9719,560876.0,EEE - 2013J,1
9720,560879.0,CCC - 2014J,1
9721,560879.0,DDD - 2013J,1
9722,560881.0,EEE - 2014J,0
9723,560891.0,BBB - 2013B,0
9724,560920.0,BBB - 2013J,0
9725,560920.0,BBB - 2014B,0
9726,560921.0,EEE - 2014J,1
9727,560928.0,EEE - 2013J,1
9728,560934.0,FFF - 2013J,0
9729,560944.0,DDD - 2014B,1
9730,560946.0,FFF - 2013J,0
9731,560948.0,DDD - 2013J,0
9732,560949.0,FFF - 2013J,1
9733,560968.0,BBB - 2013B,1
9734,560970.0,BBB - 2013B,1
9735,561009.0,CCC - 2014J,1
9736,561009.0,FFF - 2014B,1
9737,561031.0,FFF - 2013J,1
9738,561054.0,EEE - 2013J,0
9739,561060.0,BBB - 2014B,1
9740,561061.0,BBB - 2014B,1
9741,561068.0,FFF - 2013J,0
9742,561072.0,DDD - 2013J,1
9743,561088.0,DDD - 2013B,0
9744,561113.0,CCC - 2014J,0
9745,561138.0,BBB - 2013B,1
9746,561148.0,GGG - 2013J,1
9747,561161.0,BBB - 2013B,1
9748,561163.0,GGG - 2013J,1
9749,561164.0,BBB - 2013B,1
9750,561166.0,BBB - 2013B,1
9751,561167.0,BBB - 2013B,1
9752,561192.0,EEE - 2013J,1
9753,561195.0,CCC - 2014J,1
9754,561195.0,DDD - 2013J,1
9755,561206.0,BBB - 2014J,1
9756,561208.0,CCC - 2014J,1
9757,561208.0,EEE - 2013J,0
9758,561208.0,EEE - 2014J,1
9759,561215.0,FFF - 2014B,0
9760,561231.0,FFF - 2014J,1
9761,561268.0,FFF - 2013J,1
9762,561271.0,EEE - 2014B,0
9763,561272.0,DDD - 2013J,0
9764,561312.0,BBB - 2013J,1
9765,561343.0,BBB - 2013B,1
9766,561363.0,CCC - 2014B,1
9767,561363.0,EEE - 2014B,1
9768,561366.0,BBB - 2013B,0
9769,561386.0,FFF - 2013J,1
9770,561413.0,EEE - 2014J,1
9771,561419.0,GGG - 2014J,1
9772,561437.0,BBB - 2013B,1
9773,561441.0,GGG - 2014B,0
9774,561444.0,BBB - 2013B,1
9775,561445.0,BBB - 2013B,1
9776,561448.0,BBB - 2013B,1
9777,561452.0,BBB - 2013B,1
9778,561455.0,BBB - 2013B,1
9779,561457.0,BBB - 2013J,1
9780,561458.0,BBB - 2013B,1
9781,561459.0,BBB - 2013B,1
9782,561461.0,BBB - 2013B,1
9783,561476.0,CCC - 2014J,1
9784,561476.0,DDD - 2013J,1
9785,561503.0,DDD - 2014B,0
9786,561515.0,DDD - 2013J,1
9787,561519.0,EEE - 2013J,0
9788,561534.0,BBB - 2013J,1
9789,561542.0,FFF - 2013J,1
9790,561549.0,BBB - 2013J,0
9791,561559.0,CCC - 2014B,1
9792,561559.0,EEE - 2014B,1
9793,561560.0,CCC - 2014J,0
9794,561591.0,BBB - 2013J,1
9795,561608.0,BBB - 2014J,1
9796,561618.0,BBB - 2014J,1
9797,561640.0,BBB - 2013J,1
9798,561711.0,BBB - 2013B,0
9799,561713.0,BBB - 2013B,1
9800,561714.0,FFF - 2013J,1
9801,561715.0,BBB - 2013B,0
9802,561716.0,BBB - 2013B,1
9803,561718.0,BBB - 2013B,0
9804,561734.0,DDD - 2013B,0
9805,561734.0,DDD - 2013J,1
9806,561752.0,BBB - 2014J,1
9807,561774.0,CCC - 2014B,1
9808,561774.0,EEE - 2014B,1
9809,561807.0,DDD - 2013J,1
9810,561810.0,DDD - 2013J,1
9811,561819.0,DDD - 2013J,1
9812,561823.0,DDD - 2013J,0
9813,561826.0,CCC - 2014J,1
9814,561826.0,EEE - 2013J,1
9815,561841.0,BBB - 2013J,1
9816,561848.0,DDD - 2013B,0
9817,561848.0,DDD - 2014J,0
9818,561865.0,FFF - 2013J,1
9819,561867.0,FFF - 2013J,1
9820,561868.0,FFF - 2013J,1
9821,561873.0,FFF - 2013J,1
9822,561874.0,FFF - 2013J,1
9823,561879.0,FFF - 2013J,1
9824,561880.0,FFF - 2013J,0
9825,561881.0,DDD - 2013J,1
9826,561884.0,GGG - 2013J,1
9827,561889.0,FFF - 2013J,1
9828,561904.0,DDD - 2014J,1
9829,561905.0,DDD - 2013J,0
9830,561913.0,CCC - 2014J,1
9831,561913.0,DDD - 2014B,1
9832,561929.0,FFF - 2013J,1
9833,561930.0,FFF - 2013J,1
9834,561953.0,BBB - 2014B,1
9835,561955.0,DDD - 2013J,1
9836,561976.0,FFF - 2013J,1
9837,561978.0,BBB - 2014B,1
9838,561979.0,BBB - 2014J,1
9839,562064.0,DDD - 2013J,0
9840,562064.0,FFF - 2014J,1
9841,562090.0,BBB - 2013J,1
9842,562100.0,DDD - 2013J,0
9843,562100.0,DDD - 2014J,0
9844,562112.0,DDD - 2014B,1
9845,562239.0,BBB - 2014J,1
9846,562248.0,DDD - 2014B,0
9847,562270.0,BBB - 2013J,1
9848,562377.0,FFF - 2013J,1
9849,562437.0,DDD - 2013J,1
9850,562448.0,FFF - 2013J,0
9851,562456.0,BBB - 2013J,0
9852,562460.0,FFF - 2013J,0
9853,562465.0,BBB - 2013B,1
9854,562489.0,BBB - 2013B,1
9855,562490.0,DDD - 2013J,0
9856,562495.0,BBB - 2013B,0
9857,562585.0,DDD - 2013J,0
9858,562619.0,DDD - 2014J,0
9859,562628.0,GGG - 2014B,1
9860,562632.0,DDD - 2014B,1
9861,562643.0,BBB - 2014B,0
9862,562696.0,GGG - 2013J,1
9863,562708.0,DDD - 2014B,0
9864,562728.0,DDD - 2013J,1
9865,562754.0,FFF - 2014J,1
9866,562763.0,FFF - 2013J,0
9867,562783.0,BBB - 2014B,0
9868,562825.0,CCC - 2014B,1
9869,562825.0,EEE - 2014B,1
9870,562827.0,DDD - 2014J,0
9871,562857.0,BBB - 2014B,1
9872,562884.0,CCC - 2014J,1
9873,562913.0,GGG - 2013J,1
9874,562917.0,FFF - 2014B,0
9875,562920.0,FFF - 2013J,0
9876,562929.0,DDD - 2014B,0
9877,562990.0,FFF - 2014J,1
9878,563014.0,FFF - 2013J,0
9879,563016.0,CCC - 2014J,1
9880,563016.0,DDD - 2013J,1
9881,563020.0,FFF - 2013J,0
9882,563027.0,BBB - 2014J,1
9883,563046.0,CCC - 2014B,1
9884,563046.0,EEE - 2014J,1
9885,563051.0,CCC - 2014J,1
9886,563051.0,FFF - 2013J,1
9887,563081.0,DDD - 2014B,1
9888,563108.0,FFF - 2014J,1
9889,563157.0,BBB - 2013B,0
9890,563174.0,BBB - 2013J,0
9891,563196.0,FFF - 2013J,0
9892,563230.0,EEE - 2014B,1
9893,563299.0,FFF - 2013J,1
9894,563301.0,GGG - 2014B,0
9895,563302.0,BBB - 2014J,1
9896,563321.0,CCC - 2014J,1
9897,563321.0,EEE - 2014J,1
9898,563330.0,BBB - 2013B,1
9899,563363.0,BBB - 2013B,1
9900,563374.0,BBB - 2013J,0
9901,563413.0,BBB - 2014B,1
9902,563414.0,FFF - 2014J,1
9903,563418.0,EEE - 2013J,1
9904,563453.0,DDD - 2014J,1
9905,563487.0,BBB - 2014B,1
9906,563534.0,EEE - 2014J,0
9907,563595.0,DDD - 2014J,0
9908,563612.0,GGG - 2013J,0
9909,563636.0,FFF - 2013J,0
9910,563666.0,EEE - 2013J,1
9911,563675.0,DDD - 2013J,1
9912,563706.0,BBB - 2013J,1
9913,563710.0,DDD - 2014J,0
9914,563718.0,DDD - 2013J,0
9915,563733.0,BBB - 2013J,1
9916,563735.0,BBB - 2013J,1
9917,563742.0,FFF - 2013J,0
9918,563754.0,BBB - 2014B,1
9919,563763.0,DDD - 2014B,1
9920,563769.0,BBB - 2013J,0
9921,563770.0,DDD - 2013J,0
9922,563783.0,FFF - 2013J,1
9923,563787.0,FFF - 2013J,1
9924,563794.0,BBB - 2013J,1
9925,563819.0,CCC - 2014B,1
9926,563819.0,DDD - 2013J,1
9927,563820.0,BBB - 2014J,1
9928,563823.0,FFF - 2014B,1
9929,563845.0,DDD - 2014J,1
9930,563847.0,DDD - 2013J,0
9931,563847.0,DDD - 2014J,0
9932,563862.0,DDD - 2013J,0
9933,563874.0,BBB - 2013B,1
9934,563877.0,BBB - 2013B,1
9935,563878.0,BBB - 2013B,1
9936,563879.0,BBB - 2013B,1
9937,563888.0,DDD - 2013J,0
9938,563967.0,CCC - 2014B,0
9939,563967.0,EEE - 2013J,1
9940,563971.0,DDD - 2013J,1
9941,563986.0,BBB - 2014B,0
9942,563987.0,BBB - 2014B,1
9943,564000.0,DDD - 2014J,0
9944,564081.0,DDD - 2014B,0
9945,564105.0,BBB - 2013J,1
9946,564115.0,BBB - 2014J,1
9947,564119.0,FFF - 2013J,1
9948,564129.0,BBB - 2013J,1
9949,564144.0,BBB - 2013J,1
9950,564213.0,CCC - 2014J,1
9951,564213.0,DDD - 2013J,1
9952,564243.0,FFF - 2014J,1
9953,564245.0,BBB - 2013J,1
9954,564262.0,FFF - 2013J,1
9955,564268.0,BBB - 2013J,1
9956,564278.0,BBB - 2014J,1
9957,564325.0,DDD - 2013J,0
9958,564356.0,DDD - 2013J,1
9959,564409.0,BBB - 2014B,1
9960,564437.0,FFF - 2013J,0
9961,564445.0,EEE - 2014J,1
9962,564450.0,AAA - 2013J,0
9963,564454.0,DDD - 2013J,0
9964,564465.0,DDD - 2013B,0
9965,564596.0,BBB - 2013J,0
9966,564609.0,GGG - 2013J,1
9967,564617.0,FFF - 2014J,0
9968,564626.0,BBB - 2013J,0
9969,564632.0,FFF - 2014B,0
9970,564643.0,DDD - 2014J,0
9971,564700.0,EEE - 2013J,1
9972,564702.0,FFF - 2013J,1
9973,564712.0,DDD - 2014B,0
9974,564714.0,CCC - 2014J,0
9975,564714.0,EEE - 2013J,1
9976,564734.0,EEE - 2014J,1
9977,564770.0,FFF - 2013J,0
9978,564770.0,FFF - 2014J,0
9979,564792.0,BBB - 2013J,0
9980,564821.0,FFF - 2013J,0
9981,564821.0,FFF - 2014J,0
9982,564894.0,EEE - 2013J,1
9983,564898.0,BBB - 2013J,1
9984,564906.0,BBB - 2014B,1
9985,564933.0,FFF - 2014J,1
9986,564958.0,BBB - 2013J,1
9987,564981.0,FFF - 2013J,1
9988,565002.0,GGG - 2013J,1
9989,565006.0,DDD - 2014J,0
9990,565009.0,BBB - 2014B,0
9991,565017.0,FFF - 2014J,1
9992,565066.0,CCC - 2014J,0
9993,565109.0,FFF - 2014B,1
9994,565158.0,DDD - 2014B,1
9995,565175.0,DDD - 2013J,1
9996,565182.0,BBB - 2014J,1
9997,565209.0,DDD - 2014J,1
9998,565222.0,GGG - 2013J,1
9999,565273.0,BBB - 2014J,1
10000,565275.0,EEE - 2014J,1
10001,565301.0,DDD - 2013J,1
10002,565344.0,BBB - 2014B,0
10003,565348.0,FFF - 2014B,0
10004,565373.0,FFF - 2014B,1
10005,565393.0,BBB - 2013J,0
10006,565402.0,BBB - 2014B,0
10007,565446.0,DDD - 2014J,1
10008,565469.0,FFF - 2013J,0
10009,565513.0,BBB - 2013J,1
10010,565525.0,GGG - 2013J,0
10011,565561.0,EEE - 2013J,0
10012,565570.0,DDD - 2013J,0
10013,565575.0,BBB - 2014J,1
10014,565576.0,BBB - 2014J,1
10015,565582.0,BBB - 2013J,1
10016,565587.0,FFF - 2013J,1
10017,565599.0,BBB - 2014J,1
10018,565607.0,BBB - 2013J,1
10019,565640.0,GGG - 2013J,1
10020,565653.0,FFF - 2013J,0
10021,565657.0,DDD - 2013J,1
10022,565698.0,FFF - 2013J,1
10023,565715.0,BBB - 2013J,1
10024,565743.0,CCC - 2014J,1
10025,565838.0,EEE - 2014B,0
10026,565840.0,CCC - 2014J,0
10027,565840.0,DDD - 2014B,0
10028,565849.0,FFF - 2013J,1
10029,565851.0,DDD - 2014B,0
10030,565869.0,BBB - 2014B,1
10031,565870.0,BBB - 2013B,0
10032,565883.0,CCC - 2014B,0
10033,565883.0,CCC - 2014J,0
10034,565883.0,EEE - 2013J,1
10035,565888.0,BBB - 2013J,1
10036,565892.0,GGG - 2013J,1
10037,565919.0,BBB - 2013J,1
10038,565952.0,EEE - 2014J,1
10039,565988.0,BBB - 2014B,0
10040,565990.0,FFF - 2013J,1
10041,565993.0,GGG - 2013J,1
10042,565997.0,FFF - 2013J,0
10043,566009.0,FFF - 2013J,1
10044,566071.0,EEE - 2013J,0
10045,566133.0,BBB - 2013J,1
10046,566134.0,DDD - 2013J,0
10047,566134.0,DDD - 2014J,0
10048,566135.0,CCC - 2014J,1
10049,566135.0,FFF - 2013J,1
10050,566172.0,FFF - 2013J,0
10051,566181.0,BBB - 2014B,1
10052,566183.0,GGG - 2013J,1
10053,566185.0,CCC - 2014B,0
10054,566185.0,DDD - 2013J,1
10055,566201.0,EEE - 2013J,1
10056,566240.0,DDD - 2014B,1
10057,566270.0,FFF - 2013J,1
10058,566279.0,EEE - 2014J,1
10059,566300.0,DDD - 2014J,1
10060,566310.0,CCC - 2014B,1
10061,566310.0,EEE - 2013J,1
10062,566337.0,EEE - 2014B,0
10063,566339.0,BBB - 2013J,1
10064,566346.0,BBB - 2013J,1
10065,566358.0,BBB - 2013J,0
10066,566369.0,BBB - 2013J,1
10067,566381.0,DDD - 2013J,0
10068,566392.0,BBB - 2013J,0
10069,566407.0,BBB - 2013J,1
10070,566415.0,BBB - 2013J,1
10071,566422.0,EEE - 2014B,1
10072,566428.0,CCC - 2014B,1
10073,566428.0,EEE - 2014J,1
10074,566447.0,CCC - 2014J,1
10075,566460.0,FFF - 2014B,0
10076,566465.0,FFF - 2013J,1
10077,566482.0,DDD - 2013J,0
10078,566482.0,DDD - 2014J,0
10079,566512.0,GGG - 2014J,1
10080,566553.0,DDD - 2014J,0
10081,566652.0,DDD - 2014B,0
10082,566664.0,EEE - 2013J,1
10083,566669.0,BBB - 2014B,1
10084,566694.0,DDD - 2014B,1
10085,566720.0,BBB - 2013J,1
10086,566788.0,DDD - 2014B,1
10087,566813.0,BBB - 2013J,1
10088,566814.0,BBB - 2013J,1
10089,566817.0,FFF - 2013J,1
10090,566823.0,FFF - 2013J,0
10091,566823.0,FFF - 2014J,0
10092,566863.0,FFF - 2013J,1
10093,566871.0,CCC - 2014B,0
10094,566871.0,EEE - 2014B,0
10095,566872.0,CCC - 2014B,0
10096,566923.0,GGG - 2013J,0
10097,566938.0,CCC - 2014J,1
10098,566963.0,GGG - 2013J,1
10099,566973.0,FFF - 2013J,1
10100,566979.0,CCC - 2014J,1
10101,566979.0,DDD - 2013J,1
10102,567009.0,GGG - 2013J,1
10103,567013.0,BBB - 2013J,0
10104,567033.0,BBB - 2013J,1
10105,567048.0,BBB - 2014B,1
10106,567059.0,BBB - 2014B,1
10107,567152.0,DDD - 2013J,1
10108,567160.0,BBB - 2013J,0
10109,567165.0,FFF - 2013J,1
10110,567167.0,DDD - 2013J,1
10111,567211.0,GGG - 2013J,1
10112,567222.0,FFF - 2013J,1
10113,567223.0,FFF - 2013J,0
10114,567262.0,BBB - 2013J,1
10115,567281.0,DDD - 2014J,0
10116,567285.0,DDD - 2014J,1
10117,567292.0,DDD - 2013J,1
10118,567304.0,CCC - 2014J,1
10119,567304.0,DDD - 2013J,1
10120,567312.0,FFF - 2013J,1
10121,567325.0,GGG - 2013J,1
10122,567363.0,BBB - 2013J,1
10123,567402.0,BBB - 2013J,1
10124,567417.0,DDD - 2013J,1
10125,567429.0,BBB - 2013J,1
10126,567451.0,CCC - 2014J,0
10127,567451.0,DDD - 2013J,1
10128,567500.0,BBB - 2013J,1
10129,567595.0,DDD - 2014B,1
10130,567597.0,CCC - 2014J,1
10131,567627.0,BBB - 2013J,1
10132,567629.0,FFF - 2014B,1
10133,567681.0,FFF - 2014B,0
10134,567719.0,CCC - 2014J,0
10135,567752.0,EEE - 2013J,1
10136,567754.0,BBB - 2013J,1
10137,567757.0,BBB - 2014B,1
10138,567779.0,EEE - 2013J,0
10139,567808.0,DDD - 2014B,0
10140,567859.0,FFF - 2014B,0
10141,567873.0,FFF - 2014B,1
10142,567880.0,FFF - 2013J,0
10143,567888.0,FFF - 2013J,1
10144,567889.0,BBB - 2014B,1
10145,567896.0,DDD - 2014B,0
10146,567901.0,FFF - 2013J,1
10147,567915.0,BBB - 2013J,0
10148,567929.0,BBB - 2013J,0
10149,567950.0,EEE - 2013J,0
10150,567958.0,BBB - 2013J,1
10151,567963.0,BBB - 2014B,1
10152,567970.0,DDD - 2013J,0
10153,567979.0,BBB - 2013J,1
10154,568019.0,BBB - 2014J,1
10155,568042.0,BBB - 2014B,0
10156,568068.0,DDD - 2013J,0
10157,568074.0,BBB - 2013J,1
10158,568084.0,CCC - 2014B,1
10159,568084.0,FFF - 2013J,1
10160,568103.0,DDD - 2014J,1
10161,568118.0,GGG - 2013J,0
10162,568132.0,FFF - 2013J,1
10163,568153.0,FFF - 2013J,1
10164,568184.0,FFF - 2013J,0
10165,568196.0,DDD - 2013J,1
10166,568204.0,FFF - 2013J,0
10167,568207.0,FFF - 2013J,1
10168,568223.0,DDD - 2013J,1
10169,568232.0,BBB - 2014J,1
10170,568234.0,FFF - 2013J,1
10171,568288.0,GGG - 2013J,1
10172,568297.0,DDD - 2014J,0
10173,568307.0,CCC - 2014J,0
10174,568333.0,FFF - 2013J,1
10175,568370.0,BBB - 2013J,0
10176,568370.0,BBB - 2014B,1
10177,568381.0,FFF - 2013J,0
10178,568415.0,DDD - 2014J,0
10179,568446.0,DDD - 2014J,1
10180,568450.0,FFF - 2013J,1
10181,568474.0,BBB - 2013J,1
10182,568502.0,BBB - 2013J,1
10183,568533.0,BBB - 2013J,1
10184,568539.0,GGG - 2013J,1
10185,568551.0,FFF - 2013J,1
10186,568559.0,BBB - 2014B,1
10187,568566.0,DDD - 2013J,1
10188,568578.0,DDD - 2013J,0
10189,568592.0,FFF - 2013J,0
10190,568598.0,DDD - 2013J,1
10191,568601.0,AAA - 2013J,0
10192,568602.0,FFF - 2013J,0
10193,568609.0,BBB - 2013J,0
10194,568631.0,DDD - 2014B,0
10195,568644.0,FFF - 2013J,1
10196,568668.0,DDD - 2013J,0
10197,568686.0,DDD - 2014B,0
10198,568741.0,DDD - 2013J,0
10199,568749.0,BBB - 2014J,1
10200,568763.0,FFF - 2013J,0
10201,568767.0,FFF - 2013J,0
10202,568774.0,FFF - 2013J,1
10203,568775.0,BBB - 2013J,0
10204,568775.0,BBB - 2014J,0
10205,568813.0,EEE - 2013J,1
10206,568835.0,DDD - 2013J,0
10207,568852.0,GGG - 2014J,0
10208,568910.0,FFF - 2013J,0
10209,568948.0,CCC - 2014J,1
10210,568948.0,DDD - 2013J,1
10211,568954.0,FFF - 2014B,1
10212,568963.0,DDD - 2013J,1
10213,568968.0,BBB - 2014B,1
10214,568973.0,GGG - 2013J,0
10215,568987.0,FFF - 2013J,0
10216,568987.0,FFF - 2014J,0
10217,568998.0,FFF - 2013J,0
10218,568998.0,FFF - 2014J,0
10219,569016.0,FFF - 2013J,1
10220,569034.0,FFF - 2014J,1
10221,569035.0,BBB - 2013J,1
10222,569065.0,FFF - 2014B,1
10223,569074.0,BBB - 2014B,0
10224,569080.0,CCC - 2014B,1
10225,569080.0,FFF - 2014J,1
10226,569084.0,DDD - 2014B,1
10227,569093.0,GGG - 2014B,1
10228,569107.0,FFF - 2013J,1
10229,569108.0,CCC - 2014B,1
10230,569108.0,FFF - 2014J,1
10231,569132.0,FFF - 2013J,0
10232,569141.0,BBB - 2013J,1
10233,569167.0,FFF - 2013J,1
10234,569225.0,BBB - 2014B,1
10235,569253.0,GGG - 2013J,1
10236,569277.0,CCC - 2014J,1
10237,569279.0,DDD - 2013J,0
10238,569334.0,BBB - 2013J,0
10239,569342.0,CCC - 2014B,0
10240,569342.0,EEE - 2013J,1
10241,569358.0,EEE - 2013J,1
10242,569372.0,EEE - 2014J,1
10243,569374.0,GGG - 2014J,0
10244,569474.0,FFF - 2013J,1
10245,569490.0,GGG - 2013J,1
10246,569505.0,AAA - 2014J,1
10247,569507.0,FFF - 2013J,1
10248,569511.0,GGG - 2013J,1
10249,569560.0,EEE - 2013J,1
10250,569566.0,FFF - 2013J,1
10251,569589.0,BBB - 2014J,1
10252,569595.0,GGG - 2013J,0
10253,569609.0,CCC - 2014B,1
10254,569609.0,FFF - 2013J,1
10255,569625.0,FFF - 2013J,1
10256,569633.0,DDD - 2014J,1
10257,569663.0,BBB - 2014B,1
10258,569664.0,BBB - 2014B,1
10259,569672.0,GGG - 2014J,1
10260,569679.0,GGG - 2013J,1
10261,569694.0,EEE - 2013J,1
10262,569706.0,DDD - 2014B,0
10263,569706.0,EEE - 2013J,1
10264,569712.0,CCC - 2014B,0
10265,569712.0,FFF - 2013J,1
10266,569737.0,DDD - 2014J,1
10267,569749.0,DDD - 2014J,0
10268,569761.0,BBB - 2014B,1
10269,569783.0,FFF - 2014B,0
10270,569807.0,FFF - 2013J,0
10271,569840.0,DDD - 2014J,1
10272,569854.0,BBB - 2013J,1
10273,569857.0,DDD - 2013J,0
10274,569862.0,BBB - 2013J,1
10275,569864.0,BBB - 2014B,1
10276,569876.0,FFF - 2014J,1
10277,569928.0,DDD - 2013J,1
10278,569930.0,BBB - 2013J,1
10279,569935.0,DDD - 2013J,1
10280,569944.0,CCC - 2014J,1
10281,569944.0,DDD - 2014B,1
10282,569953.0,EEE - 2014J,1
10283,569970.0,BBB - 2014B,1
10284,569974.0,GGG - 2013J,1
10285,569978.0,DDD - 2013J,1
10286,569981.0,BBB - 2014J,1
10287,569984.0,GGG - 2013J,0
10288,569994.0,FFF - 2013J,0
10289,570004.0,FFF - 2013J,0
10290,570004.0,FFF - 2014J,0
10291,570031.0,BBB - 2014B,1
10292,570045.0,EEE - 2014J,1
10293,570049.0,DDD - 2014B,1
10294,570061.0,FFF - 2013J,1
10295,570119.0,DDD - 2014J,1
10296,570137.0,BBB - 2013J,1
10297,570141.0,GGG - 2013J,1
10298,570157.0,BBB - 2013J,1
10299,570168.0,BBB - 2013J,1
10300,570186.0,BBB - 2014B,0
10301,570213.0,FFF - 2013J,0
10302,570213.0,FFF - 2014J,0
10303,570215.0,DDD - 2014B,1
10304,570237.0,DDD - 2013J,1
10305,570239.0,BBB - 2014B,0
10306,570264.0,FFF - 2014B,0
10307,570271.0,BBB - 2013J,1
10308,570273.0,EEE - 2014J,1
10309,570275.0,BBB - 2014J,1
10310,570280.0,FFF - 2013J,0
10311,570280.0,FFF - 2014J,0
10312,570287.0,BBB - 2013J,1
10313,570317.0,AAA - 2014J,1
10314,570351.0,BBB - 2013J,1
10315,570377.0,EEE - 2013J,0
10316,570403.0,DDD - 2013J,1
10317,570410.0,CCC - 2014B,1
10318,570411.0,DDD - 2014J,1
10319,570414.0,EEE - 2013J,0
10320,570428.0,FFF - 2013J,1
10321,570437.0,BBB - 2014B,1
10322,570448.0,EEE - 2013J,0
10323,570453.0,CCC - 2014J,1
10324,570453.0,EEE - 2013J,1
10325,570455.0,FFF - 2013J,1
10326,570484.0,BBB - 2014J,1
10327,570488.0,EEE - 2013J,0
10328,570491.0,CCC - 2014J,1
10329,570491.0,EEE - 2014J,1
10330,570514.0,CCC - 2014B,0
10331,570515.0,FFF - 2013J,0
10332,570517.0,FFF - 2013J,1
10333,570519.0,BBB - 2013J,0
10334,570529.0,GGG - 2013J,1
10335,570531.0,DDD - 2013J,1
10336,570550.0,FFF - 2013J,0
10337,570623.0,BBB - 2013J,1
10338,570626.0,EEE - 2013J,1
10339,570627.0,BBB - 2014B,1
10340,570630.0,DDD - 2013J,1
10341,570671.0,CCC - 2014J,0
10342,570671.0,DDD - 2013J,1
10343,570689.0,FFF - 2013J,0
10344,570689.0,FFF - 2014J,0
10345,570692.0,BBB - 2014J,0
10346,570717.0,FFF - 2013J,1
10347,570732.0,FFF - 2013J,1
10348,570757.0,CCC - 2014J,1
10349,570759.0,BBB - 2013J,1
10350,570783.0,BBB - 2013J,1
10351,570801.0,GGG - 2013J,1
10352,570807.0,FFF - 2013J,1
10353,570863.0,DDD - 2014J,1
10354,570864.0,BBB - 2013J,1
10355,570871.0,DDD - 2013J,1
10356,570872.0,CCC - 2014B,1
10357,570872.0,DDD - 2013J,1
10358,570878.0,FFF - 2013J,0
10359,570896.0,DDD - 2013J,1
10360,570954.0,CCC - 2014J,0
10361,570954.0,EEE - 2014J,0
10362,570978.0,FFF - 2013J,1
10363,570985.0,CCC - 2014J,1
10364,570997.0,CCC - 2014J,0
10365,571000.0,DDD - 2014B,1
10366,571019.0,FFF - 2013J,1
10367,571022.0,FFF - 2013J,1
10368,571025.0,CCC - 2014B,0
10369,571025.0,EEE - 2014B,0
10370,571050.0,FFF - 2014B,1
10371,571055.0,DDD - 2013J,0
10372,571074.0,FFF - 2014J,1
10373,571083.0,BBB - 2013J,1
10374,571089.0,GGG - 2014B,1
10375,571117.0,FFF - 2013J,0
10376,571128.0,EEE - 2014B,1
10377,571129.0,CCC - 2014B,1
10378,571131.0,CCC - 2014J,1
10379,571131.0,DDD - 2013J,1
10380,571186.0,EEE - 2013J,1
10381,571190.0,FFF - 2014B,1
10382,571223.0,BBB - 2014B,1
10383,571233.0,CCC - 2014B,0
10384,571233.0,EEE - 2014B,0
10385,571242.0,DDD - 2013J,1
10386,571292.0,DDD - 2014B,0
10387,571292.0,DDD - 2014J,0
10388,571316.0,FFF - 2014B,1
10389,571334.0,BBB - 2014J,0
10390,571334.0,GGG - 2013J,1
10391,571355.0,FFF - 2013J,1
10392,571363.0,FFF - 2013J,0
10393,571380.0,GGG - 2013J,1
10394,571382.0,DDD - 2014J,0
10395,571389.0,EEE - 2014B,0
10396,571395.0,BBB - 2014J,0
10397,571397.0,DDD - 2014B,1
10398,571441.0,BBB - 2013J,1
10399,571443.0,EEE - 2013J,1
10400,571448.0,EEE - 2013J,1
10401,571451.0,DDD - 2013J,1
10402,571458.0,GGG - 2013J,1
10403,571490.0,FFF - 2013J,1
10404,571503.0,BBB - 2013J,1
10405,571512.0,DDD - 2013J,1
10406,571516.0,BBB - 2013J,1
10407,571540.0,BBB - 2014B,1
10408,571554.0,BBB - 2013J,1
10409,571571.0,CCC - 2014B,1
10410,571575.0,FFF - 2013J,0
10411,571577.0,GGG - 2013J,1
10412,571583.0,GGG - 2014J,1
10413,571595.0,EEE - 2013J,0
10414,571610.0,CCC - 2014J,0
10415,571610.0,EEE - 2013J,1
10416,571612.0,FFF - 2013J,0
10417,571612.0,FFF - 2014B,0
10418,571614.0,BBB - 2014B,1
10419,571620.0,EEE - 2013J,1
10420,571622.0,FFF - 2013J,1
10421,571630.0,FFF - 2013J,0
10422,571640.0,DDD - 2013J,0
10423,571641.0,BBB - 2014J,1
10424,571644.0,DDD - 2014J,1
10425,571650.0,FFF - 2013J,1
10426,571681.0,BBB - 2013J,1
10427,571686.0,EEE - 2013J,1
10428,571693.0,BBB - 2013J,0
10429,571696.0,GGG - 2013J,1
10430,571716.0,DDD - 2013J,0
10431,571765.0,CCC - 2014J,1
10432,571765.0,DDD - 2013J,1
10433,571768.0,GGG - 2013J,0
10434,571776.0,CCC - 2014B,1
10435,571776.0,DDD - 2013J,1
10436,571779.0,BBB - 2013J,1
10437,571789.0,EEE - 2014B,0
10438,571800.0,FFF - 2013J,1
10439,571802.0,FFF - 2013J,0
10440,571808.0,CCC - 2014J,1
10441,571808.0,DDD - 2013J,1
10442,571815.0,FFF - 2014B,0
10443,571818.0,EEE - 2013J,1
10444,571828.0,FFF - 2013J,1
10445,571831.0,FFF - 2013J,1
10446,571833.0,CCC - 2014J,1
